Date,Open,High,Low,Close,Adj Close,Volume
2021-01-28,11.5,12.639,11.34,11.5,6.453913,6406100
2021-01-29,12.3,12.39,11.7,12.05,6.762578,1418500
2021-02-01,12.26,13.73,12.26,13.62,7.643677,1081400
2021-02-02,14.19,14.45,13.8,14.11,7.91867,1506000
2021-02-03,14.51,14.98,14.4,14.5,8.137543,832900
2021-02-04,14.8,15.1,14.15,14.25,7.997239,1299500
2021-02-05,14.25,14.89,14.21,14.79,8.300293,585700
2021-02-08,15.18,15.4,15.0,15.2,8.53039,606500
2021-02-09,15.2,15.99,15.127,15.93,8.940072,507500
2021-02-10,16.51,17.6,16.290001,17.43,9.781886,985900
2021-02-11,17.950001,18.690001,17.65,18.690001,10.48901,980200
2021-02-12,18.690001,20.57,18.5,20.120001,11.291542,1128000
2021-02-16,21.25,21.9,20.200001,20.700001,11.617043,1232300
2021-02-17,21.049999,22.1,20.66,21.690001,12.17264,770600
2021-02-18,21.9,21.9,19.91,20.059999,11.257868,924100
2021-02-19,21.790001,22.0,20.91,21.77,12.217537,829500
2021-02-22,22.0,22.58,20.82,20.860001,11.706836,692200
2021-02-23,20.5,20.5,18.76,19.83,11.12879,658700
2021-02-24,20.23,20.870001,19.83,20.059999,11.257868,584000
2021-02-25,20.0,20.370001,19.23,19.35,10.859409,354900
2021-02-26,19.65,20.035,18.879999,19.940001,11.190523,317000
2021-03-01,20.389999,20.726999,19.99,20.209999,11.34205,311000
2021-03-02,20.450001,20.75,20.24,20.459999,11.482351,242800
2021-03-03,20.559999,21.459999,20.1,21.0,11.785405,662500
2021-03-04,20.74,20.98,19.73,20.23,11.353273,472000
2021-03-05,20.139999,20.48,18.700001,19.299999,10.831347,488200
2021-03-08,19.389999,19.889999,18.809999,18.82,10.561968,312500
2021-03-09,18.879999,20.190001,18.879999,19.690001,11.050221,380800
2021-03-10,20.139999,21.372999,20.049999,20.4,11.44868,629900
2021-03-11,20.65,23.75,20.65,23.35,13.104248,1515300
2021-03-12,24.26,25.389999,22.85,25.25,14.170548,1272700
2021-03-15,24.51,26.549,24.5,25.110001,14.091977,1121500
2021-03-16,25.290001,26.299999,24.32,25.120001,14.097589,963400
2021-03-17,25.120001,27.299999,25.0,26.73,15.001138,663500
2021-03-18,27.0,28.690001,26.5,26.639999,14.950629,931000
2021-03-19,27.120001,28.780001,26.85,28.25,15.854177,661100
2021-03-22,27.25,28.0,24.110001,26.780001,15.029199,2055200
2021-03-23,26.440001,26.719999,22.68,23.09,12.958333,1159000
2021-03-24,24.1,24.85,23.5,23.709999,13.306283,816000
2021-03-25,23.700001,26.9,22.950001,26.65,14.956242,1062700
2021-03-26,27.219999,27.629999,24.889999,26.040001,14.613903,998700
2021-03-29,25.99,26.18,24.120001,24.48,13.738415,554400
2021-03-30,24.4,25.440001,24.1,24.620001,13.816985,326400
2021-03-31,24.75,24.99,24.15,24.34,13.659846,221400
2021-04-01,24.49,26.48,24.49,26.48,14.860834,680900
2021-04-05,26.58,27.450001,25.42,26.4,14.815939,591800
2021-04-06,26.5,27.950001,25.790001,25.92,14.546556,686900
2021-04-07,26.290001,27.649,26.09,27.379999,15.365921,782100
2021-04-08,27.0,30.9,26.440001,30.5,17.116898,2499700
2021-04-09,30.5,31.280001,28.58,31.049999,17.425564,1672700
2021-04-12,31.0,31.0,28.030001,29.73,16.684765,1060500
2021-04-13,29.57,30.690001,28.110001,28.370001,15.921522,848900
2021-04-14,28.5,30.549999,28.110001,28.379999,15.927132,931400
